densidad_escuelas,densidad_hospitales,densidad_gimnasios,densidad_papelerias,densidad_farmacias,densidad_comercios,target,oportunidad_negocio
6,9,0,2,2,47,0,cafeteria
8,14,0,4,5,56,0,cafeteria
2,5,0,2,1,35,0,cafeteria
13,12,0,4,4,79,0,cafeteria
6,7,0,7,1,83,0,cafeteria
3,1,0,1,1,30,0,cafeteria
0,2,0,1,2,46,0,cafeteria
2,4,0,3,1,35,0,cafeteria
7,6,0,7,4,73,0,cafeteria
5,6,0,2,1,145,0,cafeteria
15,271,0,4,7,51,0,cafeteria
3,3,0,3,1,67,0,cafeteria
6,4,0,3,1,48,0,cafeteria
1,5,0,6,3,131,0,cafeteria
8,6,0,5,4,72,0,cafeteria
3,4,0,1,1,13,0,cafeteria
1,3,0,2,4,127,0,cafeteria
7,5,0,8,3,83,0,cafeteria
8,3,0,4,1,82,0,cafeteria
4,4,0,3,2,48,0,cafeteria
2,2,0,1,1,31,0,cafeteria
1,0,0,1,0,31,0,cafeteria
14,270,0,3,7,45,0,cafeteria
3,0,0,1,1,23,0,cafeteria
3,3,0,1,3,73,0,cafeteria
6,1,0,2,0,10,0,cafeteria
8,6,0,2,1,24,0,cafeteria
1,2,0,2,1,34,0,cafeteria
7,4,0,4,1,55,0,cafeteria
4,3,0,1,2,22,0,cafeteria
7,10,0,2,2,49,0,cafeteria
6,2,0,2,1,32,0,cafeteria
5,0,0,1,0,19,0,cafeteria
5,11,0,1,3,49,0,cafeteria
9,4,0,4,1,83,0,cafeteria
0,0,0,0,1,20,0,cafeteria
9,4,0,4,1,83,0,cafeteria
17,85,0,2,6,86,0,cafeteria
0,1,0,0,1,21,0,cafeteria
0,1,0,0,2,21,0,cafeteria
7,1,0,6,1,59,0,cafeteria
4,11,0,1,3,49,0,cafeteria
4,10,0,1,3,44,0,cafeteria
4,5,0,3,1,48,0,cafeteria
7,8,0,2,4,28,0,cafeteria
7,392,0,1,14,20,0,cafeteria
5,414,0,1,18,17,0,cafeteria
4,19,0,4,6,60,0,cafeteria
3,3,0,1,1,34,0,cafeteria
4,9,0,1,6,45,0,cafeteria
14,180,0,3,10,30,0,cafeteria
5,1,0,3,1,31,0,cafeteria
8,5,0,4,2,51,0,cafeteria
4,12,0,3,5,62,0,cafeteria
1,2,0,1,1,51,0,cafeteria
5,2,0,1,1,12,0,cafeteria
4,3,0,2,2,73,0,cafeteria
2,4,0,3,1,26,0,cafeteria
7,4,0,1,1,30,0,cafeteria
5,3,0,3,1,74,0,cafeteria
6,6,0,7,4,73,0,cafeteria
2,0,0,2,1,25,0,cafeteria
13,255,0,3,6,40,0,cafeteria
5,6,0,5,3,51,0,cafeteria
3,1,0,1,1,16,0,cafeteria
6,19,0,4,6,44,0,cafeteria
0,2,0,1,1,49,0,cafeteria
7,10,0,4,3,162,0,cafeteria
4,13,0,4,6,50,0,cafeteria
1,1,0,2,1,24,0,cafeteria
7,2,0,3,3,37,0,cafeteria
0,0,0,0,1,20,0,cafeteria
4,10,0,3,1,31,0,cafeteria
5,2,0,2,1,40,0,cafeteria
0,0,0,1,0,16,0,cafeteria
8,14,0,4,5,56,0,cafeteria
0,0,0,0,1,31,0,cafeteria
0,0,0,0,1,31,0,cafeteria
4,13,0,4,6,50,0,cafeteria
4,0,0,2,1,20,0,cafeteria
5,7,0,5,2,47,0,cafeteria
3,2,0,1,1,32,0,cafeteria
9,4,0,7,4,84,0,cafeteria
8,13,0,3,2,60,0,cafeteria
4,3,0,1,2,23,0,cafeteria
7,6,0,2,2,83,0,cafeteria
6,0,0,7,0,59,0,cafeteria
5,7,0,5,2,47,0,cafeteria
5,6,0,4,4,64,0,cafeteria
2,3,0,1,1,44,0,cafeteria
8,14,0,4,4,55,0,cafeteria
5,420,0,1,19,18,0,cafeteria
4,5,0,1,2,63,0,cafeteria
8,3,0,4,1,56,0,cafeteria
7,7,0,2,2,83,0,cafeteria
2,5,0,2,1,34,0,cafeteria
7,14,0,4,5,55,0,cafeteria
4,8,0,1,8,156,0,cafeteria
1,2,0,1,1,21,0,cafeteria
2,2,0,2,0,131,0,cafeteria
10,6,0,5,4,86,0,cafeteria
6,11,0,3,4,86,0,cafeteria
5,6,0,2,1,145,0,cafeteria
7,6,0,2,2,83,0,cafeteria
1,0,0,1,0,15,0,cafeteria
2,2,0,2,1,34,0,cafeteria
7,4,0,1,1,30,0,cafeteria
3,0,0,1,1,24,0,cafeteria
12,7,0,7,4,74,0,cafeteria
5,4,0,1,2,26,0,cafeteria
0,0,0,0,1,20,0,cafeteria
4,0,0,2,1,20,0,cafeteria
8,5,0,4,2,51,0,cafeteria
8,14,0,2,1,170,0,cafeteria
3,5,0,1,2,26,0,cafeteria
4,3,0,1,2,22,0,cafeteria
6,2,0,1,2,38,0,cafeteria
4,3,0,1,2,22,0,cafeteria
0,0,0,0,0,14,0,cafeteria
0,0,0,1,0,15,0,cafeteria
6,0,0,6,0,59,0,cafeteria
9,9,0,1,2,23,0,cafeteria
3,0,0,1,0,15,0,cafeteria
12,370,0,1,12,22,0,cafeteria
3,2,0,1,1,31,0,cafeteria
21,12,0,3,5,41,0,cafeteria
10,7,0,13,4,89,0,cafeteria
4,4,0,3,4,49,0,cafeteria
4,2,0,2,1,42,0,cafeteria
1,0,0,1,0,16,0,cafeteria
3,6,0,1,1,14,0,cafeteria
4,11,0,1,2,59,0,cafeteria
0,2,0,1,1,50,0,cafeteria
3,4,0,2,2,26,0,cafeteria
7,4,0,1,1,29,0,cafeteria
1,5,0,6,3,133,0,cafeteria
7,6,0,2,2,83,0,cafeteria
3,2,0,1,1,31,0,cafeteria
4,4,0,3,2,48,0,cafeteria
5,6,0,4,4,152,0,cafeteria
7,1,0,1,2,37,0,cafeteria
4,2,0,2,1,77,0,cafeteria
3,3,0,1,1,62,0,cafeteria
7,7,0,2,2,83,0,cafeteria
6,3,0,2,2,38,0,cafeteria
9,4,0,8,4,84,0,cafeteria
8,8,0,12,3,93,0,cafeteria
6,8,0,5,3,72,0,cafeteria
4,3,0,1,2,22,0,cafeteria
6,2,0,1,1,31,0,cafeteria
1,2,0,1,2,46,0,cafeteria
3,3,0,2,2,26,0,cafeteria
16,50,0,1,4,59,0,cafeteria
2,0,0,0,0,11,0,cafeteria
1,7,0,1,2,24,0,cafeteria
4,0,0,1,0,22,0,cafeteria
12,13,0,5,5,83,0,cafeteria
0,0,0,0,2,20,0,cafeteria
4,3,0,2,2,21,0,cafeteria
5,1,0,2,1,30,0,cafeteria
9,256,0,1,5,19,0,cafeteria
12,200,0,5,8,54,0,cafeteria
5,8,0,3,3,45,0,cafeteria
0,0,0,0,0,6,0,cafeteria
4,10,0,1,7,43,0,cafeteria
4,2,0,2,2,21,0,cafeteria
2,2,0,2,2,47,0,cafeteria
12,355,0,1,12,14,0,cafeteria
5,7,0,7,4,73,0,cafeteria
1,0,0,1,0,15,0,cafeteria
4,5,0,3,1,34,0,cafeteria
3,2,0,1,1,20,0,cafeteria
4,4,0,2,2,50,0,cafeteria
4,12,0,2,7,60,0,cafeteria
12,269,0,2,7,37,0,cafeteria
14,335,0,1,10,12,0,cafeteria
8,8,0,12,3,92,0,cafeteria
6,2,0,1,2,38,0,cafeteria
7,7,0,2,2,83,0,cafeteria
4,6,0,2,1,18,0,cafeteria
7,6,0,2,2,83,0,cafeteria
1,4,0,0,2,52,0,cafeteria
3,3,0,1,1,42,0,cafeteria
6,2,0,3,1,10,0,cafeteria
3,1,0,1,1,31,0,cafeteria
1,0,0,1,0,31,0,cafeteria
5,0,0,4,0,64,0,cafeteria
0,0,0,0,0,20,0,cafeteria
5,2,0,2,1,11,0,cafeteria
5,3,0,2,1,20,0,cafeteria
3,0,0,1,0,16,0,cafeteria
8,7,0,3,4,44,0,cafeteria
3,0,0,1,0,16,0,cafeteria
7,4,0,1,1,29,0,cafeteria
0,0,0,0,0,20,0,cafeteria
8,14,0,4,2,60,0,cafeteria
2,3,0,2,1,65,0,cafeteria
6,7,0,2,2,83,0,cafeteria
7,7,0,2,2,83,0,cafeteria
5,2,0,1,1,43,0,cafeteria
6,7,0,3,1,83,0,cafeteria
4,9,0,2,4,45,0,cafeteria
4,10,0,1,5,44,0,cafeteria
5,6,0,5,2,73,0,cafeteria
0,0,0,0,0,17,0,cafeteria
7,12,0,2,2,60,0,cafeteria
0,0,0,0,0,10,0,cafeteria
2,4,0,3,7,131,0,cafeteria
5,20,0,4,6,59,0,cafeteria
5,2,0,2,1,10,0,cafeteria
0,0,0,0,0,16,0,cafeteria
5,11,0,3,7,60,0,cafeteria
2,3,0,2,2,58,0,cafeteria
4,5,0,5,2,39,0,cafeteria
6,7,0,4,1,83,0,cafeteria
2,0,0,1,0,15,0,cafeteria
0,1,0,0,2,21,0,cafeteria
0,0,0,0,0,6,0,cafeteria
12,8,0,6,4,75,0,cafeteria
5,2,0,1,1,43,0,cafeteria
6,4,0,3,2,52,0,cafeteria
12,7,0,7,4,74,0,cafeteria
6,7,0,2,2,83,0,cafeteria
19,53,0,6,28,609,0,cafeteria
5,3,0,2,1,26,0,cafeteria
2,3,0,3,1,25,0,cafeteria
10,371,0,1,13,15,0,cafeteria
5,6,0,4,4,152,0,cafeteria
2,1,0,2,1,46,0,cafeteria
7,7,0,2,3,83,0,cafeteria
19,53,0,6,28,609,0,cafeteria
0,0,0,0,0,17,0,cafeteria
4,4,0,3,1,56,0,cafeteria
2,12,0,1,17,171,0,cafeteria
4,5,0,4,2,38,0,cafeteria
9,5,0,3,2,83,0,cafeteria
11,4,0,2,1,37,0,cafeteria
7,4,0,1,3,39,0,cafeteria
10,8,0,3,3,72,0,cafeteria
2,3,0,2,1,67,0,cafeteria
2,3,0,4,1,131,0,cafeteria
20,57,0,5,26,856,0,cafeteria
5,1,0,3,0,26,0,cafeteria
1,1,0,1,1,11,0,cafeteria
6,2,0,2,1,62,0,cafeteria
3,0,0,2,1,46,0,cafeteria
3,0,0,1,1,16,0,cafeteria
5,9,0,1,2,16,0,cafeteria
6,3,0,2,1,42,0,cafeteria
9,243,0,1,4,18,0,cafeteria
2,5,0,2,1,35,0,cafeteria
4,2,0,2,1,41,0,cafeteria
6,1,0,2,1,30,0,cafeteria
6,2,0,1,2,38,0,cafeteria
5,2,0,1,1,13,0,cafeteria
14,64,0,2,5,71,0,cafeteria
1,4,0,1,2,50,0,cafeteria
4,3,0,2,1,42,0,cafeteria
4,3,0,2,1,42,0,cafeteria
2,0,0,2,1,25,0,cafeteria
5,2,0,2,1,11,0,cafeteria
6,14,0,3,2,60,0,cafeteria
0,2,0,2,1,33,0,cafeteria
4,12,0,1,3,49,0,cafeteria
4,1,0,1,0,16,0,cafeteria
16,86,0,1,5,84,0,cafeteria
5,2,0,3,1,78,0,cafeteria
3,0,0,1,1,23,0,cafeteria
0,3,0,0,1,51,0,cafeteria
6,7,0,2,2,83,0,cafeteria
2,3,0,2,2,69,0,cafeteria
4,6,0,4,2,145,0,cafeteria
7,14,0,5,3,92,0,cafeteria
0,0,0,0,0,20,0,cafeteria
6,2,0,2,1,30,0,cafeteria
1,2,0,1,1,51,0,cafeteria
0,1,0,0,1,31,0,cafeteria
7,7,0,2,2,83,0,cafeteria
0,2,1,0,0,20,1,farmacia
4,3,0,2,0,33,1,farmacia
4,1,3,1,0,4,1,farmacia
0,1,0,0,0,3,1,farmacia
5,6,1,3,0,47,1,farmacia
3,1,0,1,0,8,1,farmacia
7,4,0,8,0,74,1,farmacia
0,1,0,0,0,3,1,farmacia
5,5,1,1,0,43,1,farmacia
2,7,0,1,0,25,1,farmacia
4,1,1,1,0,4,1,farmacia
2,2,0,2,0,25,1,farmacia
1,5,0,1,0,39,1,farmacia
9,2,1,1,0,37,1,farmacia
21,5,6,1,0,11,1,farmacia
2,3,0,1,0,3,1,farmacia
0,1,0,0,0,6,1,farmacia
0,1,0,1,0,13,1,farmacia
7,6,0,3,0,59,1,farmacia
3,1,2,2,0,26,1,farmacia
8,7,1,3,0,59,1,farmacia
3,3,1,1,0,24,1,farmacia
2,5,0,1,0,50,1,farmacia
0,2,0,1,0,24,1,farmacia
0,1,0,1,0,58,1,farmacia
2,2,0,3,0,28,1,farmacia
5,3,0,5,0,37,1,farmacia
5,2,0,1,0,22,1,farmacia
2,1,0,1,0,22,1,farmacia
3,4,2,2,0,24,1,farmacia
2,2,0,1,0,39,1,farmacia
8,2,0,1,0,37,1,farmacia
4,7,1,2,0,47,1,farmacia
0,1,0,0,0,3,1,farmacia
3,3,0,1,0,25,1,farmacia
4,3,1,4,0,26,1,farmacia
1,3,1,1,0,59,1,farmacia
9,9,1,3,0,62,1,farmacia
3,1,0,1,0,15,1,farmacia
0,1,0,0,0,0,1,farmacia
5,2,1,3,0,28,1,farmacia
8,5,3,2,0,40,1,farmacia
3,1,0,2,0,29,1,farmacia
3,1,0,2,0,19,1,farmacia
3,1,0,3,0,48,1,farmacia
3,3,1,1,0,24,1,farmacia
3,3,0,1,0,44,1,farmacia
8,8,1,2,0,63,1,farmacia
6,1,0,1,0,27,1,farmacia
9,4,8,1,0,15,1,farmacia
0,2,1,1,0,23,1,farmacia
3,1,0,2,0,29,1,farmacia
4,3,0,2,0,36,1,farmacia
3,1,2,2,0,26,1,farmacia
4,1,0,1,0,28,1,farmacia
3,7,1,1,0,49,1,farmacia
9,7,4,2,0,41,1,farmacia
0,1,0,0,0,3,1,farmacia
0,1,0,1,0,35,1,farmacia
5,4,0,3,0,72,1,farmacia
0,1,0,0,0,2,1,farmacia
5,1,0,2,0,24,1,farmacia
0,1,0,1,0,35,1,farmacia
2,1,0,3,0,47,1,farmacia
3,2,0,2,0,28,1,farmacia
0,2,2,1,0,21,1,farmacia
2,3,2,1,0,24,1,farmacia
0,1,0,1,0,12,1,farmacia
7,6,0,3,0,61,1,farmacia
4,10,1,1,0,47,1,farmacia
5,4,0,2,0,70,1,farmacia
10,8,8,1,0,15,1,farmacia
0,2,2,1,0,21,1,farmacia
10,5,1,1,0,23,1,farmacia
5,2,1,2,0,28,1,farmacia
2,3,3,1,0,25,1,farmacia
3,3,2,1,0,24,1,farmacia
9,2,0,1,0,39,1,farmacia
2,4,3,2,0,24,1,farmacia
1,1,1,1,0,60,1,farmacia
4,3,0,4,0,36,1,farmacia
6,9,1,2,0,66,1,farmacia
0,1,0,1,0,13,1,farmacia
4,1,0,2,0,24,1,farmacia
3,1,0,3,0,41,1,farmacia
4,2,0,2,0,24,1,farmacia
9,6,8,1,0,15,1,farmacia
6,2,1,5,0,47,1,farmacia
7,2,0,2,0,72,1,farmacia
4,3,0,3,0,37,1,farmacia
3,1,0,2,0,29,1,farmacia
9,2,0,5,0,72,1,farmacia
6,5,2,3,0,56,1,farmacia
0,2,0,2,0,29,1,farmacia
0,1,0,0,0,0,1,farmacia
2,1,0,2,0,40,1,farmacia
8,3,4,1,0,28,1,farmacia
2,2,0,1,0,18,1,farmacia
4,1,2,1,0,4,1,farmacia
5,7,1,3,0,47,1,farmacia
0,1,0,0,0,3,1,farmacia
10,2,0,1,0,37,1,farmacia
3,3,0,1,0,32,1,farmacia
0,2,0,1,0,30,1,farmacia
4,4,0,1,0,24,1,farmacia
10,4,0,10,0,74,1,farmacia
4,1,0,1,0,16,1,farmacia
3,1,0,3,0,47,1,farmacia
5,1,0,2,0,40,1,farmacia
3,3,0,3,0,27,1,farmacia
4,4,0,4,0,73,1,farmacia
5,1,0,2,0,27,1,farmacia
9,2,0,2,0,37,1,farmacia
3,1,0,2,0,19,1,farmacia
7,1,0,3,0,38,1,farmacia
5,5,0,2,0,41,1,farmacia
2,2,0,1,0,22,1,farmacia
3,3,0,2,0,24,1,farmacia
3,2,0,3,0,56,1,farmacia
0,2,0,1,0,57,1,farmacia
6,8,1,1,0,23,1,farmacia
3,1,0,2,0,14,1,farmacia
4,1,0,2,0,28,1,farmacia
0,1,0,0,0,2,1,farmacia
4,7,1,2,0,47,1,farmacia
0,3,1,1,0,59,1,farmacia
4,3,0,3,0,36,1,farmacia
4,2,0,2,0,21,1,farmacia
0,2,0,1,0,24,1,farmacia
3,1,1,2,0,25,1,farmacia
7,4,5,1,0,42,1,farmacia
3,1,0,1,0,15,1,farmacia
5,6,1,2,0,46,1,farmacia
6,2,2,1,0,28,1,farmacia
3,4,0,1,0,31,1,farmacia
3,3,1,1,0,31,1,farmacia
0,1,0,0,0,7,1,farmacia
8,8,4,1,0,19,1,farmacia
10,11,5,2,0,36,1,farmacia
0,1,0,0,0,1,1,farmacia
1,2,0,2,0,55,1,farmacia
8,2,0,2,0,74,1,farmacia
2,5,0,1,0,41,1,farmacia
5,5,0,2,0,43,1,farmacia
6,9,1,1,0,23,1,farmacia
3,3,0,1,0,25,1,farmacia
4,2,1,2,0,27,1,farmacia
8,3,4,1,0,28,1,farmacia
5,3,0,4,0,36,1,farmacia
2,3,0,1,0,24,1,farmacia
4,1,1,1,0,4,1,farmacia
7,1,0,3,0,39,1,farmacia
3,3,0,1,0,16,1,farmacia
4,3,0,4,0,36,1,farmacia
0,1,1,0,0,24,1,farmacia
4,8,1,1,0,68,1,farmacia
0,4,0,0,0,32,1,farmacia
5,2,0,3,0,58,1,farmacia
0,1,0,0,0,8,1,farmacia
9,2,0,1,0,39,1,farmacia
0,1,0,1,0,13,1,farmacia
1,3,0,1,0,31,1,farmacia
2,1,0,3,0,46,1,farmacia
5,2,0,1,0,18,1,farmacia
5,3,3,1,0,42,1,farmacia
3,3,0,1,0,32,1,farmacia
2,2,1,0,0,45,1,farmacia
2,2,0,1,0,48,1,farmacia
4,1,0,3,0,40,1,farmacia
9,7,4,2,0,41,1,farmacia
4,3,0,4,0,36,1,farmacia
2,1,0,2,0,47,1,farmacia
10,8,8,1,0,15,1,farmacia
1,1,0,1,0,14,1,farmacia
3,1,0,1,0,20,1,farmacia
0,1,0,0,0,7,1,farmacia
2,3,2,1,0,24,1,farmacia
3,1,0,2,0,28,1,farmacia
3,6,2,1,0,58,1,farmacia
2,3,0,2,0,55,1,farmacia
2,3,2,1,0,21,1,farmacia
2,3,0,1,0,32,1,farmacia
2,1,0,3,0,46,1,farmacia
6,5,0,1,0,74,1,farmacia
4,1,2,1,0,4,1,farmacia
3,1,0,2,0,24,1,farmacia
0,2,2,1,0,22,1,farmacia
8,8,1,3,0,62,1,farmacia
0,1,0,0,0,7,1,farmacia
4,9,1,1,0,47,1,farmacia
4,2,0,2,0,33,1,farmacia
4,1,0,1,0,28,1,farmacia
0,1,1,0,0,24,1,farmacia
5,5,0,2,0,42,1,farmacia
3,3,0,3,0,27,1,farmacia
2,2,0,1,0,32,1,farmacia
3,3,0,3,0,28,1,farmacia
2,1,1,1,0,23,1,farmacia
3,8,1,1,0,50,1,farmacia
4,2,0,2,0,20,1,farmacia
2,2,0,1,0,15,1,farmacia
4,3,0,3,0,36,1,farmacia
2,2,0,3,0,21,1,farmacia
0,2,2,1,0,21,1,farmacia
29,2,3,1,0,13,1,farmacia
0,1,0,0,0,1,1,farmacia
3,1,0,1,0,28,1,farmacia
7,6,2,2,0,40,1,farmacia
0,1,0,0,0,0,1,farmacia
4,8,0,1,0,72,1,farmacia
9,5,4,2,0,40,1,farmacia
0,1,0,0,0,1,1,farmacia
3,3,0,1,0,25,1,farmacia
6,3,0,1,0,24,1,farmacia
0,1,0,0,0,0,1,farmacia
5,6,1,2,0,69,1,farmacia
0,1,0,0,0,0,1,farmacia
2,5,0,1,0,41,1,farmacia
5,4,0,3,0,36,1,farmacia
2,2,3,1,0,26,1,farmacia
2,1,0,1,0,10,1,farmacia
3,1,0,2,0,14,1,farmacia
5,5,0,2,0,42,1,farmacia
3,3,1,1,0,24,1,farmacia
2,1,0,1,0,22,1,farmacia
2,1,0,2,0,24,1,farmacia
0,2,0,2,0,56,1,farmacia
5,2,1,2,0,28,1,farmacia
2,3,0,1,0,3,1,farmacia
10,8,8,1,0,15,1,farmacia
3,2,0,1,0,23,1,farmacia
3,5,0,2,0,31,1,farmacia
2,1,0,3,0,41,1,farmacia
0,1,1,0,0,3,1,farmacia
10,2,0,1,0,38,1,farmacia
0,2,1,2,0,27,1,farmacia
9,6,4,2,0,42,1,farmacia
2,1,0,2,0,48,1,farmacia
7,2,0,2,0,43,1,farmacia
2,1,0,1,0,22,1,farmacia
3,7,1,1,0,49,1,farmacia
5,6,1,2,0,44,1,farmacia
9,4,3,1,0,39,1,farmacia
8,8,0,3,0,60,1,farmacia
6,1,0,5,0,24,1,farmacia
0,2,0,0,0,3,1,farmacia
10,8,8,1,0,15,1,farmacia
0,1,0,0,0,8,1,farmacia
3,1,0,1,0,15,1,farmacia
3,5,0,2,0,42,1,farmacia
2,1,0,3,0,46,1,farmacia
5,3,0,4,0,73,1,farmacia
6,1,0,4,0,23,1,farmacia
3,3,0,2,0,32,1,farmacia
2,3,0,1,0,32,1,farmacia
8,8,1,3,0,63,1,farmacia
2,2,0,1,0,18,1,farmacia
2,1,2,1,0,26,1,farmacia
5,3,0,5,0,36,1,farmacia
5,2,0,1,0,23,1,farmacia
5,2,0,1,0,24,1,farmacia
4,3,0,5,0,74,1,farmacia
5,4,2,1,0,42,1,farmacia
0,5,1,2,0,76,1,farmacia
0,1,1,1,0,59,1,farmacia
2,2,0,3,0,20,1,farmacia
6,2,0,4,0,73,1,farmacia
3,1,0,3,0,40,1,farmacia
0,2,1,0,0,45,1,farmacia
5,7,1,2,0,40,1,farmacia
9,7,8,1,0,15,1,farmacia
1,2,1,2,0,19,1,farmacia
6,3,0,1,0,19,1,farmacia
2,1,0,1,0,22,1,farmacia
2,2,0,2,0,24,1,farmacia
8,8,1,3,0,60,1,farmacia
5,3,0,2,0,35,1,farmacia
3,2,0,2,0,25,1,farmacia
9,2,0,1,0,37,1,farmacia
9,3,1,1,0,39,1,farmacia
0,2,0,2,0,30,1,farmacia
10,8,8,1,0,15,1,farmacia
1,2,1,0,0,3,1,farmacia
8,11,4,2,0,36,1,farmacia
5,2,0,1,0,21,1,farmacia
5,3,0,3,0,36,1,farmacia
4,2,0,2,0,33,1,farmacia
8,3,3,1,0,27,1,farmacia
5,1,0,1,0,15,1,farmacia
2,7,0,1,0,25,1,farmacia
6,3,0,4,0,57,1,farmacia
2,1,0,2,0,48,1,farmacia
3,4,0,1,0,44,1,farmacia
3,3,0,2,0,25,1,farmacia
5,2,0,3,0,35,1,farmacia
2,3,3,1,0,25,1,farmacia
0,1,0,0,0,9,1,farmacia
4,8,1,1,0,71,1,farmacia
3,1,0,1,0,14,1,farmacia
5,2,1,3,0,28,1,farmacia
4,1,0,3,0,40,1,farmacia
4,3,0,1,0,17,1,farmacia
0,1,0,0,0,7,1,farmacia
8,3,4,1,0,28,1,farmacia
3,4,0,1,0,25,1,farmacia
4,4,0,1,0,24,1,farmacia
0,1,0,0,0,2,1,farmacia
2,4,0,1,0,32,1,farmacia
1,1,0,1,0,13,1,farmacia
9,1,0,2,0,71,1,farmacia
0,1,0,2,0,53,1,farmacia
2,2,0,1,0,22,1,farmacia
4,3,0,4,0,36,1,farmacia
7,5,1,3,0,57,1,farmacia
0,1,0,1,0,12,1,farmacia
5,2,1,3,0,28,1,farmacia
4,3,0,4,0,36,1,farmacia
5,3,0,3,0,36,1,farmacia
4,1,2,1,0,4,1,farmacia
4,1,3,1,0,4,1,farmacia
3,7,1,1,0,49,1,farmacia
2,2,0,1,0,40,1,farmacia
4,1,2,1,0,4,1,farmacia
0,2,0,0,0,45,1,farmacia
5,4,0,4,0,36,1,farmacia
6,5,2,3,0,56,1,farmacia
4,4,0,5,0,74,1,farmacia
0,1,0,1,0,13,1,farmacia
0,2,0,0,0,45,1,farmacia
2,3,2,1,0,24,1,farmacia
3,1,0,2,0,14,1,farmacia
4,2,0,2,0,21,1,farmacia
1,2,2,1,0,26,1,farmacia
3,1,0,1,0,18,1,farmacia
5,3,4,1,0,41,1,farmacia
3,5,0,1,0,32,1,farmacia
2,2,0,1,0,22,1,farmacia
4,1,0,1,0,17,1,farmacia
0,1,0,1,0,12,1,farmacia
5,3,0,2,0,75,1,farmacia
4,6,0,1,0,73,1,farmacia
2,4,3,2,0,24,1,farmacia
3,1,0,3,0,40,1,farmacia
3,11,1,1,0,47,1,farmacia
1,1,1,0,0,23,1,farmacia
4,4,0,1,0,25,1,farmacia
3,2,0,2,0,33,1,farmacia
13,4,2,2,0,23,1,farmacia
4,7,1,2,0,47,1,farmacia
2,2,0,1,0,14,1,farmacia
0,2,1,0,0,45,1,farmacia
3,5,0,2,0,42,1,farmacia
0,1,0,0,0,7,1,farmacia
3,2,0,3,0,57,1,farmacia
5,7,1,3,0,47,1,farmacia
2,3,3,1,0,24,1,farmacia
3,1,2,2,0,26,1,farmacia
5,5,2,2,0,58,1,farmacia
3,2,0,2,0,20,1,farmacia
6,1,0,3,0,39,1,farmacia
8,5,1,1,0,26,1,farmacia
10,8,8,1,0,15,1,farmacia
4,1,0,3,0,38,1,farmacia
10,8,8,1,0,15,1,farmacia
8,8,2,1,0,24,1,farmacia
0,5,1,2,0,75,1,farmacia
14,9,2,2,0,29,1,farmacia
2,2,0,3,0,19,1,farmacia
0,2,1,1,0,20,1,farmacia
2,2,0,3,0,19,1,farmacia
4,4,0,1,0,26,1,farmacia
0,1,0,0,0,7,1,farmacia
7,2,0,2,0,71,1,farmacia
2,2,2,1,0,26,1,farmacia
3,1,0,2,0,14,1,farmacia
0,1,0,0,0,7,1,farmacia
4,2,0,1,0,21,1,farmacia
4,1,3,1,0,4,1,farmacia
4,7,1,2,0,47,1,farmacia
3,10,1,1,0,47,1,farmacia
7,1,0,1,0,26,1,farmacia
4,4,0,4,0,73,1,farmacia
2,3,1,1,0,3,1,farmacia
4,3,0,3,0,37,1,farmacia
2,1,0,1,0,39,1,farmacia
5,2,0,2,0,40,1,farmacia
9,6,4,2,0,41,1,farmacia
2,2,0,1,0,39,1,farmacia
4,1,0,2,0,28,1,farmacia
6,3,0,4,0,57,1,farmacia
10,8,8,1,0,15,1,farmacia
3,4,2,2,0,24,1,farmacia
5,7,1,3,0,47,1,farmacia
3,1,0,2,0,38,1,farmacia
4,3,0,4,0,36,1,farmacia
3,11,1,1,0,47,1,farmacia
0,1,0,0,0,7,1,farmacia
3,2,2,2,0,27,1,farmacia
2,1,0,2,0,23,1,farmacia
6,3,0,4,0,57,1,farmacia
5,4,0,3,0,36,1,farmacia
7,1,0,3,0,39,1,farmacia
2,1,0,1,0,45,1,farmacia
5,2,0,2,0,37,1,farmacia
3,4,2,2,0,24,1,farmacia
4,1,1,1,0,3,1,farmacia
2,3,0,1,0,3,1,farmacia
0,1,0,0,0,3,1,farmacia
3,3,0,4,0,25,1,farmacia
0,2,0,1,0,25,1,farmacia
4,7,1,2,0,47,1,farmacia
1,1,0,0,0,10,1,farmacia
0,1,0,1,0,13,1,farmacia
5,7,1,1,0,62,1,farmacia
3,3,0,2,0,32,1,farmacia
3,3,2,1,0,24,1,farmacia
5,2,1,2,0,28,1,farmacia
3,3,0,1,0,27,1,farmacia
0,1,0,0,0,8,1,farmacia
3,4,2,2,0,24,1,farmacia
0,1,0,0,0,0,1,farmacia
0,1,0,0,0,8,1,farmacia
4,2,0,3,0,28,1,farmacia
7,1,0,1,0,27,1,farmacia
5,2,1,3,0,28,1,farmacia
15,4,2,2,0,22,1,farmacia
6,1,0,4,0,23,1,farmacia
5,7,1,3,0,47,1,farmacia
4,2,0,3,0,57,1,farmacia
3,3,0,3,0,28,1,farmacia
2,1,0,3,0,46,1,farmacia
2,1,0,1,0,22,1,farmacia
1,2,0,1,0,14,1,farmacia
5,2,1,3,0,28,1,farmacia
8,7,0,1,0,29,1,farmacia
4,3,1,3,0,28,1,farmacia
4,6,0,2,0,41,1,farmacia
4,1,0,2,0,14,1,farmacia
3,1,0,2,0,29,1,farmacia
2,2,0,1,0,17,1,farmacia
